,,,,
1,2020-01-07,20:39:48,False,
3,2020-01-07,19:26:07,True,
4,2020-01-07,18:55:12,True,
5,2020-01-07,18:27:19,True,
6,2020-01-07,18:13:22,True,
7,2020-01-07,17:36:01,False,
8,2020-01-07,17:04:22,True,
9,2020-01-07,16:23:37,True,
10,2020-01-07,15:40:20,False,
11,2020-01-07,15:07:48,True,
12,2020-01-07,13:46:21,True,
13,2020-01-07,12:40:25,True,
14,2020-01-07,09:15:45,True,
16,2020-01-07,08:10:14,True,
17,2020-01-07,04:49:11,True,
18,2020-01-07,02:30:07,False,
19,2020-01-07,01:49:56,False,
20,2020-01-07,00:06:01,True,
