20.88   121.14  NORTH LUZON TROUGH
20.92   121.16  NORTH LUZON TROUGH
08.10   116.11  PALAWAN TROUGH
08.22   116.18  PALAWAN TROUGH
08.37   116.30  PALAWAN TROUGH
08.49   116.40  PALAWAN TROUGH
08.59   116.49  PALAWAN TROUGH
08.66   116.54  PALAWAN TROUGH
08.71   116.62  PALAWAN TROUGH
08.87   116.73  PALAWAN TROUGH
08.10   116.11  PALAWAN TROUGH
08.22   116.18  PALAWAN TROUGH
08.37   116.30  PALAWAN TROUGH
08.49   116.40  PALAWAN TROUGH
08.59   116.49  PALAWAN TROUGH
08.66   116.54  PALAWAN TROUGH
08.71   116.62  PALAWAN TROUGH
08.87   116.73  PALAWAN TROUGH
09.02   116.88  PALAWAN TROUGH
09.14   117.00  PALAWAN TROUGH
09.36   117.19  PALAWAN TROUGH
09.45   117.29  PALAWAN TROUGH
09.57   117.39  PALAWAN TROUGH
09.69   117.48  PALAWAN TROUGH
09.82   117.63  PALAWAN TROUGH
09.94   117.75  PALAWAN TROUGH
10.06   117.87  PALAWAN TROUGH
10.20   118.02  PALAWAN TROUGH
10.30   118.11  PALAWAN TROUGH
10.42   118.23  PALAWAN TROUGH
10.51   118.35  PALAWAN TROUGH
10.60   118.43  PALAWAN TROUGH
10.06   117.87  PALAWAN TROUGH
10.20   118.02  PALAWAN TROUGH
10.30   118.11  PALAWAN TROUGH
10.42   118.23  PALAWAN TROUGH
10.51   118.35  PALAWAN TROUGH
10.60   118.43  PALAWAN TROUGH
13.37   123.40  PASACAO FAULT
13.41   123.30  PASACAO FAULT
13.46   123.23  PASACAO FAULT
13.49   123.16  PASACAO FAULT
13.51   123.06  PASACAO FAULT
13.56   122.97  PASACAO FAULT
13.61   122.87  PASACAO FAULT
13.65   122.77  PASACAO FAULT
13.37   123.40  PASACAO FAULT
13.41   123.30  PASACAO FAULT
13.46   123.23  PASACAO FAULT
13.49   123.16  PASACAO FAULT
13.51   123.06  PASACAO FAULT
13.56   122.97  PASACAO FAULT
13.61   122.87  PASACAO FAULT
13.65   122.77  PASACAO FAULT
16.27   120.75  PFZ AMBUKLAO SPLAY
16.32   120.70  PFZ AMBUKLAO SPLAY
16.39   120.67  PFZ AMBUKLAO SPLAY
16.46   120.65  PFZ AMBUKLAO SPLAY
16.51   120.62  PFZ AMBUKLAO SPLAY
16.27   120.75  PFZ AMBUKLAO SPLAY
16.32   120.70  PFZ AMBUKLAO SPLAY
16.39   120.67  PFZ AMBUKLAO SPLAY
16.46   120.65  PFZ AMBUKLAO SPLAY
16.51   120.62  PFZ AMBUKLAO SPLAY
13.92   122.53  PFZ BASIAD BAY
14.01   122.46  PFZ BASIAD BAY
14.06   122.39  PFZ BASIAD BAY
14.13   122.31  PFZ BASIAD BAY
14.25   122.24  PFZ BASIAD BAY
14.39   122.12  PFZ BASIAD BAY
14.49   122.05  PFZ BASIAD BAY
14.58   122.00  PFZ BASIAD BAY
14.63   121.95  PFZ BASIAD BAY
15.99   121.03  PFZ BAYOMBONG FAULT
16.03   121.08  PFZ BAYOMBONG FAULT
16.13   121.11  PFZ BAYOMBONG FAULT
16.22   121.12  PFZ BAYOMBONG FAULT
16.32   121.13  PFZ BAYOMBONG FAULT
16.37   121.11  PFZ BAYOMBONG FAULT
16.48   121.09  PFZ BAYOMBONG FAULT
16.53   121.07  PFZ BAYOMBONG FAULT
16.60   121.03  PFZ BAYOMBONG FAULT
16.63   121.00  PFZ BAYOMBONG FAULT
16.67   120.97  PFZ BAYOMBONG FAULT
16.72   120.94  PFZ BAYOMBONG FAULT
15.99   121.03  PFZ BAYOMBONG FAULT
16.03   121.08  PFZ BAYOMBONG FAULT
16.13   121.11  PFZ BAYOMBONG FAULT
16.22   121.12  PFZ BAYOMBONG FAULT
16.32   121.13  PFZ BAYOMBONG FAULT
16.37   121.11  PFZ BAYOMBONG FAULT
16.48   121.09  PFZ BAYOMBONG FAULT
16.53   121.07  PFZ BAYOMBONG FAULT
16.60   121.03  PFZ BAYOMBONG FAULT
16.63   121.00  PFZ BAYOMBONG FAULT
16.67   120.97  PFZ BAYOMBONG FAULT
16.72   120.94  PFZ BAYOMBONG FAULT
06.94   126.21  PFZ BITANGAN FAULT
07.04   126.25  PFZ BITANGAN FAULT
07.11   126.23  PFZ BITANGAN FAULT
07.18   126.25  PFZ BITANGAN FAULT
07.30   126.24  PFZ BITANGAN FAULT
07.33   126.21  PFZ BITANGAN FAULT
07.40   126.18  PFZ BITANGAN FAULT
07.45   126.15  PFZ BITANGAN FAULT
07.50   126.13  PFZ BITANGAN FAULT
07.52   126.10  PFZ BITANGAN FAULT
07.57   126.09  PFZ BITANGAN FAULT
07.62   126.08  PFZ BITANGAN FAULT
07.69   126.07  PFZ BITANGAN FAULT
07.81   126.06  PFZ BITANGAN FAULT
07.88   126.05  PFZ BITANGAN FAULT
07.93   126.04  PFZ BITANGAN FAULT
08.01   126.03  PFZ BITANGAN FAULT
08.10   126.01  PFZ BITANGAN FAULT
08.13   125.97  PFZ BITANGAN FAULT
08.01   126.03  PFZ BITANGAN FAULT
08.10   126.01  PFZ BITANGAN FAULT
08.13   125.97  PFZ BITANGAN FAULT
06.99   126.36  PFZ BUHI FAULT
07.06   126.34  PFZ BUHI FAULT
07.09   126.32  PFZ BUHI FAULT
07.21   126.30  PFZ BUHI FAULT
07.33   126.29  PFZ BUHI FAULT
07.38   126.28  PFZ BUHI FAULT
07.45   126.25  PFZ BUHI FAULT
07.50   126.20  PFZ BUHI FAULT
07.57   126.18  PFZ BUHI FAULT
07.64   126.15  PFZ BUHI FAULT
07.76   126.14  PFZ BUHI FAULT
07.96   126.15  PFZ BUHI FAULT
08.13   126.14  PFZ BUHI FAULT
08.25   126.10  PFZ BUHI FAULT
08.42   126.06  PFZ BUHI FAULT
08.51   126.01  PFZ BUHI FAULT
08.56   126.00  PFZ BUHI FAULT
08.13   126.14  PFZ BUHI FAULT
08.25   126.10  PFZ BUHI FAULT
08.42   126.06  PFZ BUHI FAULT
08.51   126.01  PFZ BUHI FAULT
08.56   126.00  PFZ BUHI FAULT
12.72   123.38  PFZ BURIAS SEGMENT
12.82   123.30  PFZ BURIAS SEGMENT
12.94   123.25  PFZ BURIAS SEGMENT
13.06   123.11  PFZ BURIAS SEGMENT
13.08   123.09  PFZ BURIAS SEGMENT
13.15   123.01  PFZ BURIAS SEGMENT
13.22   122.97  PFZ BURIAS SEGMENT
15.75   121.08  PFZ DIGDIG FAULT
15.89   121.06  PFZ DIGDIG FAULT
15.96   121.03  PFZ DIGDIG FAULT
16.08   121.01  PFZ DIGDIG FAULT
16.20   120.99  PFZ DIGDIG FAULT
16.34   120.96  PFZ DIGDIG FAULT
16.44   120.94  PFZ DIGDIG FAULT
16.55   120.92  PFZ DIGDIG FAULT
16.63   120.91  PFZ DIGDIG FAULT
16.67   120.90  PFZ DIGDIG FAULT
16.70   120.89  PFZ DIGDIG FAULT
16.84   120.88  PFZ DIGDIG FAULT
16.93   120.87  PFZ DIGDIG FAULT
15.75   121.08  PFZ DIGDIG FAULT
15.89   121.06  PFZ DIGDIG FAULT
15.96   121.03  PFZ DIGDIG FAULT
16.08   121.01  PFZ DIGDIG FAULT
16.20   120.99  PFZ DIGDIG FAULT
16.34   120.96  PFZ DIGDIG FAULT
16.44   120.94  PFZ DIGDIG FAULT
16.55   120.92  PFZ DIGDIG FAULT
16.63   120.91  PFZ DIGDIG FAULT
16.67   120.90  PFZ DIGDIG FAULT
16.70   120.89  PFZ DIGDIG FAULT
16.84   120.88  PFZ DIGDIG FAULT
16.93   120.87  PFZ DIGDIG FAULT
17.03   120.89  PFZ DIGDIG FAULT
17.15   120.91  PFZ DIGDIG FAULT
17.22   120.89  PFZ DIGDIG FAULT
17.29   120.86  PFZ DIGDIG FAULT
17.33   120.84  PFZ DIGDIG FAULT
17.43   120.83  PFZ DIGDIG FAULT
17.48   120.82  PFZ DIGDIG FAULT
17.52   120.80  PFZ DIGDIG FAULT
17.55   120.75  PFZ DIGDIG FAULT
17.62   120.72  PFZ DIGDIG FAULT
17.71   120.71  PFZ DIGDIG FAULT
17.90   120.70  PFZ DIGDIG FAULT
17.97   120.71  PFZ DIGDIG FAULT
18.04   120.73  PFZ DIGDIG FAULT
18.11   120.75  PFZ DIGDIG FAULT
15.11   121.54  PFZ DINGALAN BAY
15.20   121.49  PFZ DINGALAN BAY
15.27   121.45  PFZ DINGALAN BAY
15.34   121.42  PFZ DINGALAN BAY
15.37   121.40  PFZ DINGALAN BAY
06.82   126.20  PFZ EAST MINDANAO SEGMENT
06.91   126.13  PFZ EAST MINDANAO SEGMENT
06.99   126.06  PFZ EAST MINDANAO SEGMENT
07.11   126.01  PFZ EAST MINDANAO SEGMENT
07.26   125.96  PFZ EAST MINDANAO SEGMENT
07.38   125.94  PFZ EAST MINDANAO SEGMENT
07.52   125.93  PFZ EAST MINDANAO SEGMENT
07.67   125.94  PFZ EAST MINDANAO SEGMENT
07.76   125.95  PFZ EAST MINDANAO SEGMENT
07.84   125.96  PFZ EAST MINDANAO SEGMENT
08.03   125.95  PFZ EAST MINDANAO SEGMENT
08.17   125.94  PFZ EAST MINDANAO SEGMENT
08.32   125.86  PFZ EAST MINDANAO SEGMENT
08.54   125.74  PFZ EAST MINDANAO SEGMENT
08.71   125.70  PFZ EAST MINDANAO SEGMENT
08.87   125.62  PFZ EAST MINDANAO SEGMENT
08.03   125.95  PFZ EAST MINDANAO SEGMENT
08.17   125.94  PFZ EAST MINDANAO SEGMENT
08.32   125.86  PFZ EAST MINDANAO SEGMENT
08.54   125.74  PFZ EAST MINDANAO SEGMENT
08.71   125.70  PFZ EAST MINDANAO SEGMENT
08.87   125.62  PFZ EAST MINDANAO SEGMENT
09.00   125.57  PFZ EAST MINDANAO SEGMENT
09.16   125.55  PFZ EAST MINDANAO SEGMENT
09.43   125.50  PFZ EAST MINDANAO SEGMENT
09.57   125.45  PFZ EAST MINDANAO SEGMENT
09.72   125.44  PFZ EAST MINDANAO SEGMENT
09.86   125.36  PFZ EAST MINDANAO SEGMENT
09.94   125.33  PFZ EAST MINDANAO SEGMENT
15.39   121.37  PFZ GABALDON FAULT
15.49   121.28  PFZ GABALDON FAULT
15.54   121.23  PFZ GABALDON FAULT
15.61   121.18  PFZ GABALDON FAULT
15.64   121.13  PFZ GABALDON FAULT
15.66   121.08  PFZ GABALDON FAULT
16.29   120.50  PFZ LA TRINIDAD SPLAY
16.34   120.53  PFZ LA TRINIDAD SPLAY
16.41   120.55  PFZ LA TRINIDAD SPLAY
16.53   120.54  PFZ LA TRINIDAD SPLAY
16.60   120.53  PFZ LA TRINIDAD SPLAY
16.70   120.53  PFZ LA TRINIDAD SPLAY
16.29   120.50  PFZ LA TRINIDAD SPLAY
16.34   120.53  PFZ LA TRINIDAD SPLAY
16.41   120.55  PFZ LA TRINIDAD SPLAY
16.53   120.54  PFZ LA TRINIDAD SPLAY
16.60   120.53  PFZ LA TRINIDAD SPLAY
16.70   120.53  PFZ LA TRINIDAD SPLAY
14.15   122.12  PFZ LAMON BAY
14.23   122.07  PFZ LAMON BAY
14.35   121.98  PFZ LAMON BAY
14.44   121.93  PFZ LAMON BAY
14.56   121.86  PFZ LAMON BAY
